created_at;komentar;username;case_folding;cleaning;tokenizing;normalisasi;stopword;lemmatisasi;cluster;Cluster Label
Thu Aug 03 05:00:54 +0000 2023;Karapan sapi merupakan istilah untuk menyebut perlombaan pacuan sapi yang berasal dari Pulau Madura Jawa Timur. Pada perlombaan ini sepasang sapi menarik semacam kereta dari kayu yang digunakan joki untuk berdiri. Joki mengendalikan pasangan sapi tersebut +;himawari_undip;karapan sapi merupakan istilah untuk menyebut perlombaan pacuan sapi yang berasal dari pulau madura jawa timur. pada perlombaan ini sepasang sapi menarik semacam kereta dari kayu yang digunakan joki untuk berdiri. joki mengendalikan pasangan sapi tersebut +;karapan sapi merupakan istilah untuk menyebut perlombaan pacuan sapi yang berasal dari pulau madura jawa timur pada perlombaan ini sepasang sapi menarik semacam kereta dari kayu yang digunakan joki untuk berdiri joki mengendalikan pasangan sapi tersebut;['karapan', 'sapi', 'merupakan', 'istilah', 'untuk', 'menyebut', 'perlombaan', 'pacuan', 'sapi', 'yang', 'berasal', 'dari', 'pulau', 'madura', 'jawa', 'timur', 'pada', 'perlombaan', 'ini', 'sepasang', 'sapi', 'menarik', 'semacam', 'kereta', 'dari', 'kayu', 'yang', 'digunakan', 'joki', 'untuk', 'berdiri', 'joki', 'mengendalikan', 'pasangan', 'sapi', 'tersebut'];['karapan', 'sapi', 'merupakan', 'istilah', 'untuk', 'menyebut', 'perlombaan', 'pacuan', 'sapi', 'yang', 'berasal', 'dari', 'pulau', 'madura', 'jawa', 'timur', 'pada', 'perlombaan', 'ini', 'sepasang', 'sapi', 'menarik', 'semacam', 'kereta', 'dari', 'kayu', 'yang', 'digunakan', 'joki', 'untuk', 'berdiri', 'joki', 'mengendalikan', 'pasangan', 'sapi', 'tersebut'];karapan sapi istilah menyebut perlombaan pacuan sapi berasal pulau madura jawa timur perlombaan sepasang sapi menarik kereta kayu joki berdiri joki mengendalikan pasangan sapi tersebut;karapan sapi istilah sebut lomba pacu sapi asal pulau madura jawa timur lomba pasang sapi tarik kereta kayu joki diri joki kendali pasang sapi sebut;0;Positif
Thu Aug 03 05:00:31 +0000 2023;[ Kamis Budaya: Karapan Sapi ] Konnichiwa Himawarriors! Bagaimana kabarnya? Semoga sehat selalu ya! Kali ini kamis budaya akan membahas tentang Karapan Sapi. Yuk disimak bacaannya! https://t.co/5V4qfxhhHc;himawari_undip;[ kamis budaya: karapan sapi ] konnichiwa himawarriors! bagaimana kabarnya? semoga sehat selalu ya! kali ini kamis budaya akan membahas tentang karapan sapi. yuk disimak bacaannya! https://t.co/5v4qfxhhhc;kamis budaya karapan sapi  konnichiwa himawarriors bagaimana kabarnya semoga sehat selalu ya kali ini kamis budaya akan membahas tentang karapan sapi yuk disimak bacaannya httpstcovqfxhhhc;['kamis', 'budaya', 'karapan', 'sapi', 'konnichiwa', 'himawarriors', 'bagaimana', 'kabarnya', 'semoga', 'sehat', 'selalu', 'ya', 'kali', 'ini', 'kamis', 'budaya', 'akan', 'membahas', 'tentang', 'karapan', 'sapi', 'yuk', 'disimak', 'bacaannya', 'httpstcovqfxhhhc'];['kamis', 'budaya', 'karapan', 'sapi', 'konnichiwa', 'himawarriors', 'bagaimana', 'kabarnya', 'semoga', 'sehat', 'selalu', 'ya', 'kali', 'ini', 'kamis', 'budaya', 'akan', 'membahas', 'tentang', 'karapan', 'sapi', 'yuk', 'disimak', 'bacaannya', 'httpstcovqfxhhhc'];kamis budaya karapan sapi konnichiwa himawarriors kabarnya semoga sehat kali kamis budaya membahas karapan sapi yuk disimak bacaannya httpstcovqfxhhhc;kamis budaya karapan sapi konnichiwa himawarriors kabar moga sehat kali kamis budaya bahas karapan sapi yuk simak baca httpstcovqfxhhhc;0;Positif
Wed Aug 02 12:08:29 +0000 2023;Iklan djarum super versi karapan sapi (2014) https://t.co/TgczrJjUqw;steph_203;iklan djarum super versi karapan sapi (2014) https://t.co/tgczrjjuqw;iklan djarum super versi karapan sapi  httpstcotgczrjjuqw;['iklan', 'djarum', 'super', 'versi', 'karapan', 'sapi', 'httpstcotgczrjjuqw'];['iklan', 'djarum', 'super', 'versi', 'karapan', 'sapi', 'httpstcotgczrjjuqw'];iklan djarum super versi karapan sapi httpstcotgczrjjuqw;iklan djarum super versi karapan sapi httpstcotgczrjjuqw;0;Positif
Sun Jul 30 23:30:25 +0000 2023;Dongeng Asal Usul Permainan Karapan Sapi Madura https://t.co/k48pN6tCoj;cbmagency25;dongeng asal usul permainan karapan sapi madura https://t.co/k48pn6tcoj;dongeng asal usul permainan karapan sapi madura httpstcokpntcoj;['dongeng', 'asal', 'usul', 'permainan', 'karapan', 'sapi', 'madura', 'httpstcokpntcoj'];['dongeng', 'asal', 'usul', 'permainan', 'karapan', 'sapi', 'madura', 'httpstcokpntcoj'];dongeng usul permainan karapan sapi madura httpstcokpntcoj;dongeng usul main karapan sapi madura httpstcokpntcoj;0;Positif
Sun Jul 30 18:04:33 +0000 2023;@OposisiCerdas karapan sapi bemokarat nasdrun.... berapa persen?;AndiChTh;@oposisicerdas karapan sapi bemokarat nasdrun.... berapa persen?;oposisicerdas karapan sapi bemokarat nasdrun berapa persen;['oposisicerdas', 'karapan', 'sapi', 'bemokarat', 'nasdrun', 'berapa', 'persen'];['oposisicerdas', 'karapan', 'sapi', 'bemokarat', 'nasdrun', 'berapa', 'persen'];oposisicerdas karapan sapi bemokarat nasdrun persen;oposisicerdas karapan sapi bemokarat nasdrun persen;0;Positif
Fri Jul 28 13:17:35 +0000 2023;@mutiaramanti Apa kabar kl tetiba Kim K gelar tiker nonton karapan sapi sambil makan bebek sambel item ya?;OrdalB7;@mutiaramanti apa kabar kl tetiba kim k gelar tiker nonton karapan sapi sambil makan bebek sambel item ya?;mutiaramanti apa kabar kl tetiba kim k gelar tiker nonton karapan sapi sambil makan bebek sambel item ya;['mutiaramanti', 'apa', 'kabar', 'kl', 'tetiba', 'kim', 'k', 'gelar', 'tiker', 'nonton', 'karapan', 'sapi', 'sambil', 'makan', 'bebek', 'sambel', 'item', 'ya'];['mutiaramanti', 'apa', 'kabar', 'kalau', 'tetiba', 'kim', 'kak', 'gelar', 'tiker', 'menonton', 'karapan', 'sapi', 'sambil', 'makan', 'bebek', 'sambel', 'item', 'ya'];mutiaramanti kabar tetiba kim kak gelar tiker menonton karapan sapi makan bebek sambel item ya;mutiaramanti kabar tetiba kim kak gelar tiker tonton karapan sapi makan bebek sambel item ya;0;Positif
Thu Jul 27 17:35:47 +0000 2023;@TsamaraDKI FIFA mending ga usah ikut campur politik di Indonesia karna jadi pemecah belah dan adu domba aja mending ganti sama olah raga karapan sapi yang jelas2 budaya sendiri;IlhamAja1427464;@tsamaradki fifa mending ga usah ikut campur politik di indonesia karna jadi pemecah belah dan adu domba aja mending ganti sama olah raga karapan sapi yang jelas2 budaya sendiri;tsamaradki fifa mending ga usah ikut campur politik di indonesia karna jadi pemecah belah dan adu domba aja mending ganti sama olah raga karapan sapi yang jelas budaya sendiri;['tsamaradki', 'fifa', 'mending', 'ga', 'usah', 'ikut', 'campur', 'politik', 'di', 'indonesia', 'karna', 'jadi', 'pemecah', 'belah', 'dan', 'adu', 'domba', 'aja', 'mending', 'ganti', 'sama', 'olah', 'raga', 'karapan', 'sapi', 'yang', 'jelas', 'budaya', 'sendiri'];['tsamaradki', 'fifa', 'mending', 'tidak', 'usah', 'ikut', 'campur', 'politik', 'di', 'indonesia', 'karena', 'jadi', 'pemecah', 'belah', 'dan', 'adu', 'domba', 'saja', 'mending', 'ganti', 'sama', 'olah', 'raga', 'karapan', 'sapi', 'yang', 'jelas', 'budaya', 'sendiri'];tsamaradki fifa mending campur politik indonesia pemecah belah adu domba mending ganti olah raga karapan sapi budaya sendiri;tsamaradki fifa mending campur politik indonesia pecah belah adu domba mending ganti olah raga karapan sapi budaya sendiri;0;Positif
Thu Jul 27 07:28:39 +0000 2023;Kelompok berdasarkan gambar: - Jargon (masa pembangunan) - Fauna (iya karapan sapi itu kegiatan tapi ada sapinya jadi ya gapapa lah. Garuda pancasila bukan fauna ya itu simbol negara) - Flora (melati paling sering dipake) - Benda adat(?) Benda kebudayaan(?) https://t.co/fsQlCBV0xV;adityands;kelompok berdasarkan gambar: - jargon (masa pembangunan) - fauna (iya karapan sapi itu kegiatan tapi ada sapinya jadi ya gapapa lah. garuda pancasila bukan fauna ya itu simbol negara) - flora (melati paling sering dipake) - benda adat(?) benda kebudayaan(?) https://t.co/fsqlcbv0xv;kelompok berdasarkan gambar  jargon masa pembangunan  fauna iya karapan sapi itu kegiatan tapi ada sapinya jadi ya gapapa lah garuda pancasila bukan fauna ya itu simbol negara  flora melati paling sering dipake  benda adat benda kebudayaan httpstcofsqlcbvxv;['kelompok', 'berdasarkan', 'gambar', 'jargon', 'masa', 'pembangunan', 'fauna', 'iya', 'karapan', 'sapi', 'itu', 'kegiatan', 'tapi', 'ada', 'sapinya', 'jadi', 'ya', 'gapapa', 'lah', 'garuda', 'pancasila', 'bukan', 'fauna', 'ya', 'itu', 'simbol', 'negara', 'flora', 'melati', 'paling', 'sering', 'dipake', 'benda', 'adat', 'benda', 'kebudayaan', 'httpstcofsqlcbvxv'];['kelompok', 'berdasarkan', 'gambar', 'jargon', 'masa', 'pembangunan', 'fauna', 'iya', 'karapan', 'sapi', 'itu', 'kegiatan', 'tapi', 'ada', 'sapinya', 'jadi', 'ya', 'gapapa', 'lah', 'garuda', 'pancasila', 'bukan', 'fauna', 'ya', 'itu', 'simbol', 'negara', 'flora', 'melati', 'paling', 'sering', 'dipakai', 'benda', 'adat', 'benda', 'kebudayaan', 'httpstcofsqlcbvxv'];kelompok berdasarkan gambar jargon pembangunan fauna iya karapan sapi kegiatan sapinya gapapa garuda pancasila fauna simbol negara flora melati dipakai benda adat benda kebudayaan httpstcofsqlcbvxv;kelompok dasar gambar jargon bangun fauna iya karapan sapi giat sapi gapapa garuda pancasila fauna simbol negara flora melati pakai benda adat benda budaya httpstcofsqlcbvxv;0;Positif
Wed Jul 26 09:50:35 +0000 2023;Karapan sapi;binhh53;karapan sapi;karapan sapi;['karapan', 'sapi'];['karapan', 'sapi'];karapan sapi;karapan sapi;0;Positif
Mon Jul 24 10:30:05 +0000 2023;@alam_mumu @memefess Dari dulu emang begitu stadion aja sama karapan sapi hampir sama dsn mendingan ke Batam yg mesti dibagusin infrastruktur nya bahkan orang buktittingi aja liburany ke Medan Riau atau jg Batam karena gk ada bagusnya Padang;Jakerday;@alam_mumu @memefess dari dulu emang begitu stadion aja sama karapan sapi hampir sama dsn mendingan ke batam yg mesti dibagusin infrastruktur nya bahkan orang buktittingi aja liburany ke medan riau atau jg batam karena gk ada bagusnya padang;alammumu memefess dari dulu emang begitu stadion aja sama karapan sapi hampir sama dsn mendingan ke batam yg mesti dibagusin infrastruktur nya bahkan orang buktittingi aja liburany ke medan riau atau jg batam karena gk ada bagusnya padang;['alammumu', 'memefess', 'dari', 'dulu', 'emang', 'begitu', 'stadion', 'aja', 'sama', 'karapan', 'sapi', 'hampir', 'sama', 'dsn', 'mendingan', 'ke', 'batam', 'yg', 'mesti', 'dibagusin', 'infrastruktur', 'nya', 'bahkan', 'orang', 'buktittingi', 'aja', 'liburany', 'ke', 'medan', 'riau', 'atau', 'jg', 'batam', 'karena', 'gk', 'ada', 'bagusnya', 'padang'];['alammumu', 'memefess', 'dari', 'dulu', 'memang', 'begitu', 'stadion', 'saja', 'sama', 'karapan', 'sapi', 'hampir', 'sama', 'dsn', 'mendingan', 'ke', 'batam', 'yang', 'mesti', 'dibagusin', 'infrastruktur', 'ya', 'bahkan', 'orang', 'buktittingi', 'saja', 'liburany', 'ke', 'medan', 'riau', 'atau', 'juga', 'batam', 'karena', 'tidak', 'ada', 'bagusnya', 'padang'];alammumu memefess stadion karapan sapi dsn mendingan batam mesti dibagusin infrastruktur orang buktittingi liburany medan riau batam bagusnya padang;alammumu memefess stadion karapan sapi dsn mending batam mesti dibagusin infrastruktur orang buktittingi liburany medan riau batam bagus padang;0;Positif
Sun Jul 23 23:54:39 +0000 2023;Di Amerika ada slh satu budaya lokal yaitu lomba lompat katak (kalo di mari macem karapan sapi kali ya). Pesertanya beneran kodok bukan org yg lompat2 kyk kodok. Entah knp negara bagian California smp ngerasa perlu ngatur kodok eh lomba ini https://t.co/141Iknf5wk;anak_legal;di amerika ada slh satu budaya lokal yaitu lomba lompat katak (kalo di mari macem karapan sapi kali ya). pesertanya beneran kodok bukan org yg lompat2 kyk kodok. entah knp negara bagian california smp ngerasa perlu ngatur kodok eh lomba ini https://t.co/141iknf5wk;di amerika ada slh satu budaya lokal yaitu lomba lompat katak kalo di mari macem karapan sapi kali ya pesertanya beneran kodok bukan org yg lompat kyk kodok entah knp negara bagian california smp ngerasa perlu ngatur kodok eh lomba ini httpstcoiknfwk;['di', 'amerika', 'ada', 'slh', 'satu', 'budaya', 'lokal', 'yaitu', 'lomba', 'lompat', 'katak', 'kalo', 'di', 'mari', 'macem', 'karapan', 'sapi', 'kali', 'ya', 'pesertanya', 'beneran', 'kodok', 'bukan', 'org', 'yg', 'lompat', 'kyk', 'kodok', 'entah', 'knp', 'negara', 'bagian', 'california', 'smp', 'ngerasa', 'perlu', 'ngatur', 'kodok', 'eh', 'lomba', 'ini', 'httpstcoiknfwk'];['di', 'amerika', 'ada', 'salah', 'satu', 'budaya', 'lokal', 'yaitu', 'lomba', 'lompat', 'katak', 'kalau', 'di', 'mari', 'macam', 'karapan', 'sapi', 'kali', 'ya', 'pesertanya', 'benaran', 'kodok', 'bukan', 'orang', 'yang', 'lompat', 'kayak', 'kodok', 'entah', 'kenapa', 'negara', 'bagian', 'california', 'sampai', 'merasa', 'perlu', 'mengatur', 'kodok', 'eh', 'lomba', 'ini', 'httpstcoiknfwk'];di amerika salah budaya lokal lomba lompat katak karapan sapi kali pesertanya benaran kodok orang lompat kayak kodok negara california mengatur kodok eh lomba httpstcoiknfwk;di amerika salah budaya lokal lomba lompat katak karapan sapi kali serta benar kodok orang lompat kayak kodok negara california atur kodok eh lomba httpstcoiknfwk;0;Positif
Sun Jul 23 04:22:06 +0000 2023;@Naylaa_Nayy iya atuh ma org klo ma sapi ya nonton karapan sapi sayaang ce or co ?;walangfighter;@naylaa_nayy iya atuh ma org klo ma sapi ya nonton karapan sapi sayaang ce or co ?;naylaanayy iya atuh ma org klo ma sapi ya nonton karapan sapi sayaang ce or co;['naylaanayy', 'iya', 'atuh', 'ma', 'org', 'klo', 'ma', 'sapi', 'ya', 'nonton', 'karapan', 'sapi', 'sayaang', 'ce', 'or', 'co'];['naylaanayy', 'iya', 'atuh', 'sama', 'orang', 'kalau', 'sama', 'sapi', 'ya', 'menonton', 'karapan', 'sapi', 'sayang', 'ce', 'orang', 'cowok'];naylaanayy iya atuh orang sapi menonton karapan sapi sayang ce orang cowok;naylaanayy iya atuh orang sapi tonton karapan sapi sayang ce orang cowok;0;Positif
Sat Jul 22 19:30:16 +0000 2023;Terbesar di dari Jawa Timur! Eksplor Alun-Alun Terluas di JATIM dengan Patung Karapan Sapi: Dibiayai 3 Miliar Hanya 18 8 KM dari Madura! https://t.co/jfJiwKONYN;portal_surabaya;terbesar di dari jawa timur! eksplor alun-alun terluas di jatim dengan patung karapan sapi: dibiayai 3 miliar hanya 18 8 km dari madura! https://t.co/jfjiwkonyn;terbesar di dari jawa timur eksplor alunalun terluas di jatim dengan patung karapan sapi dibiayai  miliar hanya   km dari madura httpstcojfjiwkonyn;['terbesar', 'di', 'dari', 'jawa', 'timur', 'eksplor', 'alunalun', 'terluas', 'di', 'jatim', 'dengan', 'patung', 'karapan', 'sapi', 'dibiayai', 'miliar', 'hanya', 'km', 'dari', 'madura', 'httpstcojfjiwkonyn'];['terbesar', 'di', 'dari', 'jawa', 'timur', 'eksplor', 'alunalun', 'terluas', 'di', 'jatim', 'dengan', 'patung', 'karapan', 'sapi', 'dibiayai', 'miliar', 'hanya', 'kamu', 'dari', 'madura', 'httpstcojfjiwkonyn'];terbesar jawa timur eksplor alunalun terluas jatim patung karapan sapi dibiayai miliar madura httpstcojfjiwkonyn;besar jawa timur eksplor alunalun luas jatim patung karapan sapi biaya miliar madura httpstcojfjiwkonyn;0;Positif
Sat Jul 22 15:04:24 +0000 2023;Terbesar di dari Jawa Timur! Eksplor Alun-Alun Terluas di JATIM dengan Patung Karapan Sapi: Dibiayai 3 Miliar Hanya 18 8 KM dari Madura! https://t.co/eBtS8CqyZn;portal_surabaya;terbesar di dari jawa timur! eksplor alun-alun terluas di jatim dengan patung karapan sapi: dibiayai 3 miliar hanya 18 8 km dari madura! https://t.co/ebts8cqyzn;terbesar di dari jawa timur eksplor alunalun terluas di jatim dengan patung karapan sapi dibiayai  miliar hanya   km dari madura httpstcoebtscqyzn;['terbesar', 'di', 'dari', 'jawa', 'timur', 'eksplor', 'alunalun', 'terluas', 'di', 'jatim', 'dengan', 'patung', 'karapan', 'sapi', 'dibiayai', 'miliar', 'hanya', 'km', 'dari', 'madura', 'httpstcoebtscqyzn'];['terbesar', 'di', 'dari', 'jawa', 'timur', 'eksplor', 'alunalun', 'terluas', 'di', 'jatim', 'dengan', 'patung', 'karapan', 'sapi', 'dibiayai', 'miliar', 'hanya', 'kamu', 'dari', 'madura', 'httpstcoebtscqyzn'];terbesar jawa timur eksplor alunalun terluas jatim patung karapan sapi dibiayai miliar madura httpstcoebtscqyzn;besar jawa timur eksplor alunalun luas jatim patung karapan sapi biaya miliar madura httpstcoebtscqyzn;0;Positif
Fri Jul 21 12:25:03 +0000 2023;@lysavana1 Lalu partainya yg dukung ape dong??? Nasi Adem? Partai Karapan Sapi sama Partai Kumat???;LakshitaNastya;@lysavana1 lalu partainya yg dukung ape dong??? nasi adem? partai karapan sapi sama partai kumat???;lysavana lalu partainya yg dukung ape dong nasi adem partai karapan sapi sama partai kumat;['lysavana', 'lalu', 'partainya', 'yg', 'dukung', 'ape', 'dong', 'nasi', 'adem', 'partai', 'karapan', 'sapi', 'sama', 'partai', 'kumat'];['lysavana', 'lalu', 'partainya', 'yang', 'dukung', 'apa', 'dong', 'nasi', 'adem', 'partai', 'karapan', 'sapi', 'sama', 'partai', 'kumat'];lysavana partainya dukung nasi adem partai karapan sapi partai kumat;lysavana partai dukung nasi adem partai karapan sapi partai kumat;0;Positif
Fri Jul 21 10:17:09 +0000 2023;Aku pernah ditilang 2x di tempat yang sama gara2 gmaps tugu karapan sapi you'll never be forgotten by me;yvichi_;aku pernah ditilang 2x di tempat yang sama gara2 gmaps tugu karapan sapi you'll never be forgotten by me;aku pernah ditilang x di tempat yang sama gara gmaps tugu karapan sapi youll never be forgotten by me;['aku', 'pernah', 'ditilang', 'x', 'di', 'tempat', 'yang', 'sama', 'gara', 'gmaps', 'tugu', 'karapan', 'sapi', 'youll', 'never', 'be', 'forgotten', 'by', 'me'];['aku', 'pernah', 'ditilang', 'kali', 'di', 'tempat', 'yang', 'sama', 'gara', 'gmaps', 'tugu', 'karapan', 'sapi', 'youll', 'never', 'be', 'forgotten', 'by', 'me'];aku ditilang kali gara gmaps tugu karapan sapi youll never be forgotten by me;aku tilang kali gara gmaps tugu karapan sapi youll never be forgotten by me;0;Positif
Fri Jul 21 00:34:39 +0000 2023;@bebek_NKRI Ohhh kader Demokrat... Pantesan... asal tolak aja kayak Partai Karapan Sapi.... Udah bener lah Pak @basuki_btp jadi Dirut..... @pertamina akan terbang tinggi menuju Indonesia makmur.... Tanpa KKN...l @jokowi @KemenBUMN @erickthohir @Kemensetne;mbah_pujonggo;@bebek_nkri ohhh kader demokrat... pantesan... asal tolak aja kayak partai karapan sapi.... udah bener lah pak @basuki_btp jadi dirut..... @pertamina akan terbang tinggi menuju indonesia makmur.... tanpa kkn...l @jokowi @kemenbumn @erickthohir @kemensetne;bebeknkri ohhh kader demokrat pantesan asal tolak aja kayak partai karapan sapi udah bener lah pak basukibtp jadi dirut pertamina akan terbang tinggi menuju indonesia makmur tanpa kknl jokowi kemenbumn erickthohir kemensetne;['bebeknkri', 'ohhh', 'kader', 'demokrat', 'pantesan', 'asal', 'tolak', 'aja', 'kayak', 'partai', 'karapan', 'sapi', 'udah', 'bener', 'lah', 'pak', 'basukibtp', 'jadi', 'dirut', 'pertamina', 'akan', 'terbang', 'tinggi', 'menuju', 'indonesia', 'makmur', 'tanpa', 'kknl', 'jokowi', 'kemenbumn', 'erickthohir', 'kemensetne'];['bebeknkri', 'ohhh', 'kader', 'demokrat', 'pantesan', 'asal', 'tolak', 'saja', 'kayak', 'partai', 'karapan', 'sapi', 'sudah', 'benar', 'lah', 'pak', 'basukibtp', 'jadi', 'dirut', 'pertamina', 'akan', 'terbang', 'tinggi', 'menuju', 'indonesia', 'makmur', 'tanpa', 'kknl', 'jokowi', 'kemenbumn', 'erickthohir', 'kemensetne'];bebeknkri ohhh kader demokrat pantesan tolak kayak partai karapan sapi basukibtp dirut pertamina terbang indonesia makmur kknl jokowi kemenbumn erickthohir kemensetne;bebeknkri ohhh kader demokrat pantesan tolak kayak partai karapan sapi basukibtp dirut pertamina terbang indonesia makmur kknl jokowi kemenbumn erickthohir kemensetne;0;Positif
Thu Jul 20 12:38:52 +0000 2023;@ferdinand_mpu mantaapp bang. saya doakan semoga jadi. sayang saya orang jatim. hati2 bang di kandang partai karapan sapi;panitia_embuh;@ferdinand_mpu mantaapp bang. saya doakan semoga jadi. sayang saya orang jatim. hati2 bang di kandang partai karapan sapi;ferdinandmpu mantaapp bang saya doakan semoga jadi sayang saya orang jatim hati bang di kandang partai karapan sapi;['ferdinandmpu', 'mantaapp', 'bang', 'saya', 'doakan', 'semoga', 'jadi', 'sayang', 'saya', 'orang', 'jatim', 'hati', 'bang', 'di', 'kandang', 'partai', 'karapan', 'sapi'];['ferdinandmpu', 'mantaapp', 'abang', 'saya', 'doakan', 'semoga', 'jadi', 'sayang', 'saya', 'orang', 'jatim', 'hati', 'abang', 'di', 'kandang', 'partai', 'karapan', 'sapi'];ferdinandmpu mantaapp abang doakan semoga sayang orang jatim hati abang kandang partai karapan sapi;ferdinandmpu mantaapp abang doa moga sayang orang jatim hati abang kandang partai karapan sapi;0;Positif
Thu Jul 20 07:09:05 +0000 2023;Danrem 084/BJ Tinjau Kesiapan Stadion R.P. Moh. Noer Jelang Karapan Sapi Piala Panglima TNI https://t.co/fYx2zE4oN0 https://t.co/JngaE3XPfP;tni_ad;danrem 084/bj tinjau kesiapan stadion r.p. moh. noer jelang karapan sapi piala panglima tni https://t.co/fyx2ze4on0 https://t.co/jngae3xpfp;danrem bj tinjau kesiapan stadion rp moh noer jelang karapan sapi piala panglima tni httpstcofyxzeon httpstcojngaexpfp;['danrem', 'bj', 'tinjau', 'kesiapan', 'stadion', 'rp', 'moh', 'noer', 'jelang', 'karapan', 'sapi', 'piala', 'panglima', 'tni', 'httpstcofyxzeon', 'httpstcojngaexpfp'];['danrem', 'bj', 'tinjau', 'kesiapan', 'stadion', 'rp', 'moh', 'noer', 'jelang', 'karapan', 'sapi', 'piala', 'panglima', 'tni', 'httpstcofyxzeon', 'httpstcojngaexpfp'];danrem bj tinjau kesiapan stadion rp moh noer jelang karapan sapi piala panglima tni httpstcofyxzeon httpstcojngaexpfp;danrem bj tinjau kesiap stadion rp moh noer jelang karapan sapi piala panglima tni httpstcofyxzeon httpstcojngaexpfp;0;Positif
Wed Jul 19 14:35:01 +0000 2023;@area105xyz Karapan sapi;rezasnegara;@area105xyz karapan sapi;areaxyz karapan sapi;['areaxyz', 'karapan', 'sapi'];['areaxyz', 'karapan', 'sapi'];areaxyz karapan sapi;areaxyz karapan sapi;0;Positif
Wed Jul 19 13:12:24 +0000 2023;Karapan sapi ;MADURATNAcanggu;karapan sapi ;karapan sapi;['karapan', 'sapi'];['karapan', 'sapi'];karapan sapi;karapan sapi;0;Positif
Wed Jul 19 11:13:22 +0000 2023;Karapan sapi Karapan orang;FIqbaall;karapan sapi karapan orang;karapan sapi karapan orang;['karapan', 'sapi', 'karapan', 'orang'];['karapan', 'sapi', 'karapan', 'orang'];karapan sapi karapan orang;karapan sapi karapan orang;0;Positif
Wed Jul 19 05:09:24 +0000 2023;Karapan sapi has been upgraded to karapan manusia;ahrepot;karapan sapi has been upgraded to karapan manusia;karapan sapi has been upgraded to karapan manusia;['karapan', 'sapi', 'has', 'been', 'upgraded', 'to', 'karapan', 'manusia'];['karapan', 'sapi', 'has', 'been', 'upgraded', 'tapi', 'karapan', 'manusia'];karapan sapi has been upgraded karapan manusia;karapan sapi has been upgraded karapan manusia;0;Positif
Tue Jul 18 23:30:59 +0000 2023;@FunnyVideosID Karapan sapi pas jaman VOC;dedeputraaa;@funnyvideosid karapan sapi pas jaman voc;funnyvideosid karapan sapi pas jaman voc;['funnyvideosid', 'karapan', 'sapi', 'pas', 'jaman', 'voc'];['funnyvideosid', 'karapan', 'sapi', 'pas', 'jaman', 'voc'];funnyvideosid karapan sapi pas jaman voc;funnyvideosid karapan sapi pas jaman voc;0;Positif
Tue Jul 18 23:26:34 +0000 2023;Seru juga kita jadi penonton adu karapan sapi adu banteng bahkan aduan domba. Pilihan versusnya dinamis. Bunglon selalu mencari momen memposisikan keberntungannya . ;mankjj2;seru juga kita jadi penonton adu karapan sapi adu banteng bahkan aduan domba. pilihan versusnya dinamis. bunglon selalu mencari momen memposisikan keberntungannya . ;seru juga kita jadi penonton adu karapan sapi adu banteng bahkan aduan domba pilihan versusnya dinamis bunglon selalu mencari momen memposisikan keberntungannya;['seru', 'juga', 'kita', 'jadi', 'penonton', 'adu', 'karapan', 'sapi', 'adu', 'banteng', 'bahkan', 'aduan', 'domba', 'pilihan', 'versusnya', 'dinamis', 'bunglon', 'selalu', 'mencari', 'momen', 'memposisikan', 'keberntungannya'];['seru', 'juga', 'kita', 'jadi', 'penonton', 'adu', 'karapan', 'sapi', 'adu', 'banteng', 'bahkan', 'aduan', 'domba', 'pilihan', 'versusnya', 'dinamis', 'bunglon', 'selalu', 'mencari', 'momen', 'memposisikan', 'keberntungannya'];seru penonton adu karapan sapi adu banteng aduan domba pilihan versusnya dinamis bunglon mencari momen memposisikan keberntungannya;seru tonton adu karapan sapi adu banteng adu domba pilih versus dinamis bunglon cari momen posisi keberntungannya;0;Positif
Sat Jul 15 11:05:00 +0000 2023;Para petani di Probolinggo menggelar tradisi karapan sapi brujul dalam rangka silaturahmi. Karapan sapi brujul masuk dalam warisan tak benda milik Kota #Probolinggo. https://t.co/MirsQNIK9D;detikjatim_;para petani di probolinggo menggelar tradisi karapan sapi brujul dalam rangka silaturahmi. karapan sapi brujul masuk dalam warisan tak benda milik kota #probolinggo. https://t.co/mirsqnik9d;para petani di probolinggo menggelar tradisi karapan sapi brujul dalam rangka silaturahmi karapan sapi brujul masuk dalam warisan tak benda milik kota probolinggo httpstcomirsqnikd;['para', 'petani', 'di', 'probolinggo', 'menggelar', 'tradisi', 'karapan', 'sapi', 'brujul', 'dalam', 'rangka', 'silaturahmi', 'karapan', 'sapi', 'brujul', 'masuk', 'dalam', 'warisan', 'tak', 'benda', 'milik', 'kota', 'probolinggo', 'httpstcomirsqnikd'];['para', 'petani', 'di', 'probolinggo', 'menggelar', 'tradisi', 'karapan', 'sapi', 'brujul', 'dalam', 'rangka', 'silaturahmi', 'karapan', 'sapi', 'brujul', 'masuk', 'dalam', 'warisan', 'tak', 'benda', 'milik', 'kota', 'probolinggo', 'httpstcomirsqnikd'];para petani probolinggo menggelar tradisi karapan sapi brujul rangka silaturahmi karapan sapi brujul masuk warisan benda milik kota probolinggo httpstcomirsqnikd;para tani probolinggo gelar tradisi karapan sapi brujul rangka silaturahmi karapan sapi brujul masuk waris benda milik kota probolinggo httpstcomirsqnikd;0;Positif
